station_id,timestamp,bikes_available,docks_available,is_renting,is_returning
7186.15,2026-07-13 18:22:42+00:00,7,14,1,1
8005.08,2026-07-13 18:22:42+00:00,24,3,1,1
3871.02,2026-07-13 18:22:42+00:00,3,16,1,1
8472.06,2026-07-13 18:22:42+00:00,13,8,1,1
3704.01,2026-07-13 18:22:42+00:00,9,15,1,1
7901.04,2026-07-13 18:22:42+00:00,7,8,1,1
8133.08,2026-07-13 18:22:42+00:00,1,16,1,1
3356.05,2026-07-13 18:22:42+00:00,19,0,1,1
4237.01,2026-07-13 18:22:42+00:00,6,13,1,1
4129.10,2026-07-13 18:22:42+00:00,4,14,1,1
4862.04,2026-07-13 18:22:42+00:00,11,6,1,1
2832.03,2026-07-13 18:22:42+00:00,6,13,1,1
6842.02,2026-07-13 18:22:42+00:00,2,15,1,1
8021.11,2026-07-13 18:22:42+00:00,0,24,1,1
3905.15,2026-07-13 18:22:42+00:00,4,21,1,1
5303.08,2026-07-13 18:22:42+00:00,14,27,1,1
4507.07,2026-07-13 18:22:42+00:00,30,1,1,1
2743.04,2026-07-13 18:22:42+00:00,9,5,1,1
3657.06,2026-07-13 18:22:42+00:00,15,5,1,1
5806.01,2026-07-13 18:22:42+00:00,6,13,1,1
3839.02,2026-07-13 18:22:42+00:00,4,22,1,1
6524.09,2026-07-13 18:22:42+00:00,27,3,1,1
4614.04,2026-07-13 18:22:42+00:00,48,6,1,1
2335.08,2026-07-13 18:22:42+00:00,8,1,1,1
8819.05,2026-07-13 18:22:42+00:00,22,2,1,1
4920.13,2026-07-13 18:22:42+00:00,26,2,1,1
3782.03,2026-07-13 18:22:42+00:00,16,1,1,1
4101.18,2026-07-13 18:22:42+00:00,26,0,1,1
6611.02,2026-07-13 18:22:42+00:00,1,34,1,1
8467.03,2026-07-13 18:22:42+00:00,10,6,1,1
7727.07,2026-07-13 18:22:42+00:00,24,4,1,1
4137.10,2026-07-13 18:22:42+00:00,9,23,1,1
7844.05,2026-07-13 18:22:42+00:00,15,1,1,1
6913.03,2026-07-13 18:22:42+00:00,13,7,1,1
3164.04,2026-07-13 18:22:42+00:00,20,1,1,1
4829.01,2026-07-13 18:22:42+00:00,11,21,1,1
6053.01,2026-07-13 18:22:42+00:00,21,1,1,1
4880.11,2026-07-13 18:22:42+00:00,11,9,1,1
6264.06,2026-07-13 18:22:42+00:00,10,11,1,1
4120.02,2026-07-13 18:22:42+00:00,19,1,1,1
3034.02,2026-07-13 18:22:42+00:00,18,1,1,1
6560.15,2026-07-13 18:22:42+00:00,65,0,1,1
2708.07,2026-07-13 18:22:42+00:00,8,4,1,1
7286.02,2026-07-13 18:22:42+00:00,46,24,1,1
6258.03,2026-07-13 18:22:42+00:00,13,11,1,1
6255.02,2026-07-13 18:22:42+00:00,17,5,1,1
7220.01,2026-07-13 18:22:42+00:00,21,0,1,1
8225.05,2026-07-13 18:22:42+00:00,11,9,1,1
8320.01,2026-07-13 18:22:42+00:00,20,3,1,1
7504.19,2026-07-13 18:22:42+00:00,21,2,1,1
7952.02,2026-07-13 18:22:42+00:00,2,14,1,1
3084.05,2026-07-13 18:22:42+00:00,6,9,1,1
5359.12,2026-07-13 18:22:42+00:00,42,0,1,1
4077.04,2026-07-13 18:22:42+00:00,18,3,1,1
5956.04,2026-07-13 18:22:42+00:00,8,9,1,1
7619.05,2026-07-13 18:22:42+00:00,6,15,1,1
6701.05,2026-07-13 18:22:42+00:00,10,10,1,1
5021.05,2026-07-13 18:22:42+00:00,20,22,1,1
8353.02,2026-07-13 18:22:42+00:00,4,17,1,1
4862.07,2026-07-13 18:22:42+00:00,17,5,1,1
7443.01,2026-07-13 18:22:42+00:00,32,0,1,1
5043.06,2026-07-13 18:22:42+00:00,9,4,1,1
6560.01,2026-07-13 18:22:42+00:00,51,4,1,1
6885.01,2026-07-13 18:22:42+00:00,9,11,1,1
5170.01,2026-07-13 18:22:42+00:00,16,2,1,1
7942.07,2026-07-13 18:22:42+00:00,21,4,1,1
6110.01,2026-07-13 18:22:42+00:00,7,17,1,1
4422.04,2026-07-13 18:22:42+00:00,15,5,1,1
6325.01,2026-07-13 18:22:42+00:00,1,17,1,1
7976.08,2026-07-13 18:22:42+00:00,21,4,1,1
6191.04,2026-07-13 18:22:42+00:00,8,11,1,1
8756.07,2026-07-13 18:22:42+00:00,4,15,1,1
8582.10,2026-07-13 18:22:42+00:00,11,16,1,1
4962.08,2026-07-13 18:22:42+00:00,46,0,1,1
5382.06,2026-07-13 18:22:42+00:00,42,0,1,1
6448.07,2026-07-13 18:22:42+00:00,4,17,1,1
6981.16,2026-07-13 18:22:42+00:00,14,4,1,1
8703.05,2026-07-13 18:22:42+00:00,7,12,1,1
3379.03,2026-07-13 18:22:42+00:00,25,3,1,1
6529.02,2026-07-13 18:22:42+00:00,8,16,1,1
8319.01,2026-07-13 18:22:42+00:00,2,14,1,1
4175.15,2026-07-13 18:22:42+00:00,20,2,1,1
5146.03,2026-07-13 18:22:42+00:00,0,17,1,1
6718.02,2026-07-13 18:22:42+00:00,14,5,1,1
3135.04,2026-07-13 18:22:42+00:00,8,12,1,1
6433.01,2026-07-13 18:22:42+00:00,3,16,1,1
8344.04,2026-07-13 18:22:42+00:00,8,11,1,1
4519.02,2026-07-13 18:22:42+00:00,11,11,1,1
6089.07,2026-07-13 18:22:42+00:00,58,14,1,1
8717.07,2026-07-13 18:22:42+00:00,3,15,1,1
6240.05,2026-07-13 18:22:42+00:00,1,18,1,1
5553.03,2026-07-13 18:22:42+00:00,12,41,1,1
6617.02,2026-07-13 18:22:42+00:00,35,6,1,1
4546.05,2026-07-13 18:22:42+00:00,1,22,1,1
7047.07,2026-07-13 18:22:42+00:00,21,6,1,1
7146.04,2026-07-13 18:22:42+00:00,0,42,1,1
8428.05,2026-07-13 18:22:42+00:00,8,10,1,1
8511.08,2026-07-13 18:22:42+00:00,16,1,1,1
8054.04,2026-07-13 18:22:42+00:00,0,21,1,1
5433.03,2026-07-13 18:22:42+00:00,8,17,1,1
3865.05,2026-07-13 18:22:42+00:00,29,1,1,1
8163.05,2026-07-13 18:22:42+00:00,13,10,1,1
8998.03,2026-07-13 18:22:42+00:00,2,9,1,1
2345.05,2026-07-13 18:22:42+00:00,18,0,1,1
5883.08,2026-07-13 18:22:42+00:00,17,0,1,1
5282.02,2026-07-13 18:22:42+00:00,13,5,1,1
4019.06,2026-07-13 18:22:42+00:00,7,14,1,1
7821.01,2026-07-13 18:22:42+00:00,1,20,1,1
8209.01,2026-07-13 18:22:42+00:00,8,12,1,1
7898.03,2026-07-13 18:22:42+00:00,7,13,1,1
7888.10,2026-07-13 18:22:42+00:00,14,4,1,1
8123.06,2026-07-13 18:22:42+00:00,18,9,1,1
6227.02,2026-07-13 18:22:42+00:00,44,3,1,1
8293.12,2026-07-13 18:22:42+00:00,2,13,1,1
6231.01,2026-07-13 18:22:42+00:00,8,11,1,1
8775.03,2026-07-13 18:22:42+00:00,6,2,1,1
5870.05,2026-07-13 18:22:42+00:00,15,2,1,1
7662.13,2026-07-13 18:22:42+00:00,22,10,1,1
6322.01,2026-07-13 18:22:42+00:00,36,16,1,1
3359.01,2026-07-13 18:22:42+00:00,19,9,1,1
5084.03,2026-07-13 18:22:42+00:00,27,6,1,1
3148.08,2026-07-13 18:22:42+00:00,15,3,1,1
6873.01,2026-07-13 18:22:42+00:00,17,11,1,1
7809.13,2026-07-13 18:22:42+00:00,15,4,1,1
4157.15,2026-07-13 18:22:42+00:00,21,0,1,1
5826.02,2026-07-13 18:22:42+00:00,36,15,1,1
8325.12,2026-07-13 18:22:42+00:00,3,20,1,1
4759.02,2026-07-13 18:22:42+00:00,3,14,1,1
4476.03,2026-07-13 18:22:42+00:00,2,20,1,1
5980.11,2026-07-13 18:22:42+00:00,88,4,1,1
5167.06,2026-07-13 18:22:42+00:00,4,21,1,1
3263.01,2026-07-13 18:22:42+00:00,29,1,1,1
3972.08,2026-07-13 18:22:42+00:00,15,0,1,1
7165.01,2026-07-13 18:22:42+00:00,11,11,1,1
7712.04,2026-07-13 18:22:42+00:00,4,12,1,1
7504.18,2026-07-13 18:22:42+00:00,23,2,1,1
7082.08,2026-07-13 18:22:42+00:00,27,0,1,1
8539.02,2026-07-13 18:22:42+00:00,2,17,1,1
6798.01,2026-07-13 18:22:42+00:00,14,9,1,1
3845.05,2026-07-13 18:22:42+00:00,9,10,1,1
5755.15,2026-07-13 18:22:42+00:00,37,5,1,1
3460.01,2026-07-13 18:22:42+00:00,42,0,1,1
4116.09,2026-07-13 18:22:42+00:00,1,27,1,1
5676.04,2026-07-13 18:22:42+00:00,6,29,1,1
3699.07,2026-07-13 18:22:42+00:00,7,15,1,1
5288.09,2026-07-13 18:22:42+00:00,64,0,1,1
4025.02,2026-07-13 18:22:42+00:00,1,19,1,1
3495.08,2026-07-13 18:22:42+00:00,5,16,1,1
5388.01,2026-07-13 18:22:42+00:00,43,0,1,1
4119.04,2026-07-13 18:22:42+00:00,12,9,1,1
6239.08,2026-07-13 18:22:42+00:00,15,44,1,1
4064.03,2026-07-13 18:22:42+00:00,2,16,1,1
7966.02,2026-07-13 18:22:42+00:00,13,13,1,1
6230.02,2026-07-13 18:22:42+00:00,6,33,1,1
4014.01,2026-07-13 18:22:42+00:00,9,9,1,1
3373.01,2026-07-13 18:22:42+00:00,15,0,1,1
3246.06,2026-07-13 18:22:42+00:00,18,4,1,1
6215.04,2026-07-13 18:22:42+00:00,47,2,1,1
3567.05,2026-07-13 18:22:42+00:00,23,0,1,1
5962.04,2026-07-13 18:22:42+00:00,23,0,1,1
4154.02,2026-07-13 18:22:42+00:00,9,9,1,1
8049.10,2026-07-13 18:22:42+00:00,10,13,1,1
4982.02,2026-07-13 18:22:42+00:00,14,8,1,1
5400.05,2026-07-13 18:22:42+00:00,38,0,1,1
7735.05,2026-07-13 18:22:42+00:00,1,18,1,1
4990.02,2026-07-13 18:22:42+00:00,27,0,1,1
6836.07,2026-07-13 18:22:42+00:00,15,4,1,1
4214.04,2026-07-13 18:22:42+00:00,17,1,1,1
4096.08,2026-07-13 18:22:42+00:00,11,8,1,1
8745.01,2026-07-13 18:22:42+00:00,19,0,1,1
6170.10,2026-07-13 18:22:42+00:00,26,2,1,1
5805.05,2026-07-13 18:22:42+00:00,4,36,1,1
7327.01,2026-07-13 18:22:42+00:00,8,6,1,1
7288.04,2026-07-13 18:22:42+00:00,4,34,1,1
6960.12,2026-07-13 18:22:42+00:00,3,44,1,1
5579.02,2026-07-13 18:22:42+00:00,17,2,1,1
8458.03,2026-07-13 18:22:42+00:00,11,7,1,1
6138.02,2026-07-13 18:22:42+00:00,18,1,1,1
7068.07,2026-07-13 18:22:42+00:00,17,0,1,1
4963.13,2026-07-13 18:22:42+00:00,1,13,1,1
5114.06,2026-07-13 18:22:42+00:00,72,0,1,1
8583.02,2026-07-13 18:22:42+00:00,20,0,1,1
5863.07,2026-07-13 18:22:42+00:00,14,62,1,1
5355.06,2026-07-13 18:22:42+00:00,15,7,1,1
8655.02,2026-07-13 18:22:42+00:00,14,2,1,1
7579.01,2026-07-13 18:22:42+00:00,16,2,1,1
8149.09,2026-07-13 18:22:42+00:00,5,14,1,1
7927.08,2026-07-13 18:22:42+00:00,14,5,1,1
7524.09,2026-07-13 18:22:42+00:00,4,25,1,1
8356.02,2026-07-13 18:22:42+00:00,2,16,1,1
5944.01,2026-07-13 18:22:42+00:00,3,23,1,1
7116.04,2026-07-13 18:22:42+00:00,3,24,1,1
5584.04,2026-07-13 18:22:42+00:00,23,69,1,1
6361.03,2026-07-13 18:22:42+00:00,19,13,1,1
7175.05,2026-07-13 18:22:42+00:00,0,66,1,1
8547.04,2026-07-13 18:22:42+00:00,14,4,1,1
7571.01,2026-07-13 18:22:42+00:00,13,11,1,1
7879.01,2026-07-13 18:22:42+00:00,6,20,1,1
8738.01,2026-07-13 18:22:42+00:00,12,4,1,1
2387.07,2026-07-13 18:22:42+00:00,11,4,1,1
6070.05,2026-07-13 18:22:42+00:00,13,4,1,1
6113.07,2026-07-13 18:22:42+00:00,18,1,1,1
7657.03,2026-07-13 18:22:42+00:00,15,2,1,1
8647.10,2026-07-13 18:22:42+00:00,18,0,1,1
4116.08,2026-07-13 18:22:42+00:00,1,19,1,1
5379.09,2026-07-13 18:22:42+00:00,25,1,1,1
6683.01,2026-07-13 18:22:42+00:00,1,12,1,1
2009.04,2026-07-13 18:22:42+00:00,7,0,1,1
8285.09,2026-07-13 18:22:42+00:00,7,20,1,1
4628.07,2026-07-13 18:22:42+00:00,35,12,1,1
3286.07,2026-07-13 18:22:42+00:00,16,4,1,1
6662.01,2026-07-13 18:22:42+00:00,9,10,1,1
6779.05,2026-07-13 18:22:42+00:00,79,0,1,1
8664.06,2026-07-13 18:22:42+00:00,14,6,1,1
7363.03,2026-07-13 18:22:42+00:00,15,4,1,1
4832.07,2026-07-13 18:22:42+00:00,6,11,1,1
6382.05,2026-07-13 18:22:42+00:00,37,14,1,1
8665.09,2026-07-13 18:22:42+00:00,26,1,1,1
3593.01,2026-07-13 18:22:42+00:00,9,11,1,1
5923.02,2026-07-13 18:22:42+00:00,2,15,1,1
3007.05,2026-07-13 18:22:42+00:00,20,0,1,1
2912.08,2026-07-13 18:22:42+00:00,14,6,1,1
6526.01,2026-07-13 18:22:42+00:00,16,40,1,1
5053.01,2026-07-13 18:22:42+00:00,24,0,1,1
7740.08,2026-07-13 18:22:42+00:00,7,12,1,1
8474.02,2026-07-13 18:22:42+00:00,15,4,1,1
7023.04,2026-07-13 18:22:42+00:00,3,104,1,1
4054.06,2026-07-13 18:22:42+00:00,11,9,1,1
5914.08,2026-07-13 18:22:42+00:00,7,47,1,1
7891.06,2026-07-13 18:22:42+00:00,10,11,1,1
6304.04,2026-07-13 18:22:42+00:00,4,14,0,0
6700.01,2026-07-13 18:22:42+00:00,45,12,1,1
8586.09,2026-07-13 18:22:42+00:00,10,10,1,1
7458.09,2026-07-13 18:22:42+00:00,0,32,1,1
6398.08,2026-07-13 18:22:42+00:00,25,19,1,1
6660.07,2026-07-13 18:22:42+00:00,7,13,1,1
3408.05,2026-07-13 18:22:42+00:00,27,0,1,1
8103.05,2026-07-13 18:22:42+00:00,3,15,1,1
8057.02,2026-07-13 18:22:42+00:00,0,16,1,1
4792.03,2026-07-13 18:22:42+00:00,2,20,1,1
6667.12,2026-07-13 18:22:42+00:00,59,6,1,1
8245.03,2026-07-13 18:22:42+00:00,4,13,1,1
6001.01,2026-07-13 18:22:42+00:00,14,5,1,1
8505.08,2026-07-13 18:22:42+00:00,14,6,1,1
6621.06,2026-07-13 18:22:42+00:00,19,3,1,1
7738.04,2026-07-13 18:22:42+00:00,28,3,1,1
3230.01,2026-07-13 18:22:42+00:00,20,9,1,1
5125.07,2026-07-13 18:22:42+00:00,6,20,1,1
6626.01,2026-07-13 18:22:42+00:00,51,6,1,1
6717.01,2026-07-13 18:22:42+00:00,3,28,1,1
4775.01,2026-07-13 18:22:42+00:00,5,13,1,1
8821.07,2026-07-13 18:22:42+00:00,18,1,1,1
5712.12,2026-07-13 18:22:42+00:00,40,9,1,1
5326.06,2026-07-13 18:22:42+00:00,5,11,1,1
7840.11,2026-07-13 18:22:42+00:00,9,15,1,1
3056.07,2026-07-13 18:22:42+00:00,11,4,1,1
8496.01,2026-07-13 18:22:42+00:00,7,11,1,1
5074.08,2026-07-13 18:22:42+00:00,1,17,1,1
5392.04,2026-07-13 18:22:42+00:00,15,8,1,1
8061.01,2026-07-13 18:22:42+00:00,5,11,1,1
4095.10,2026-07-13 18:22:42+00:00,8,13,1,1
8167.02,2026-07-13 18:22:42+00:00,3,14,1,1
6747.07,2026-07-13 18:22:42+00:00,26,36,1,1
6659.01,2026-07-13 18:22:42+00:00,68,4,1,1
5164.05,2026-07-13 18:22:42+00:00,13,21,1,1
5579.04,2026-07-13 18:22:42+00:00,12,7,1,1
8387.03,2026-07-13 18:22:42+00:00,8,15,1,1
6297.08,2026-07-13 18:22:42+00:00,8,24,1,1
5190.09,2026-07-13 18:22:42+00:00,26,14,1,1
5340.01,2026-07-13 18:22:42+00:00,44,4,1,1
7032.06,2026-07-13 18:22:42+00:00,20,3,1,1
5540.06,2026-07-13 18:22:42+00:00,12,6,1,1
4190.06,2026-07-13 18:22:42+00:00,10,14,1,1
8194.07,2026-07-13 18:22:42+00:00,4,25,1,1
8033.09,2026-07-13 18:22:42+00:00,0,21,1,1
8824.02,2026-07-13 18:22:42+00:00,5,13,1,1
6766.03,2026-07-13 18:22:42+00:00,13,6,1,1
5764.02,2026-07-13 18:22:42+00:00,3,15,1,1
8198.05,2026-07-13 18:22:42+00:00,2,17,1,1
3648.08,2026-07-13 18:22:42+00:00,12,9,1,1
8160.03,2026-07-13 18:22:42+00:00,6,14,1,1
3050.03,2026-07-13 18:22:42+00:00,8,20,1,1
5033.01,2026-07-13 18:22:42+00:00,63,3,1,1
5575.08,2026-07-13 18:22:42+00:00,2,37,1,1
4325.03,2026-07-13 18:22:42+00:00,1,16,1,1
3999.06,2026-07-13 18:22:42+00:00,10,10,1,1
8559.04,2026-07-13 18:22:42+00:00,22,0,1,1
2698.07,2026-07-13 18:22:42+00:00,8,4,1,1
3070.04,2026-07-13 18:22:42+00:00,23,1,1,1
6514.08,2026-07-13 18:22:42+00:00,22,3,1,1
4665.02,2026-07-13 18:22:42+00:00,4,11,1,1
3157.08,2026-07-13 18:22:42+00:00,16,4,1,1
6860.12,2026-07-13 18:22:42+00:00,21,24,1,1
5351.07,2026-07-13 18:22:42+00:00,43,0,1,1
4968.03,2026-07-13 18:22:42+00:00,42,6,1,1
6450.12,2026-07-13 18:22:42+00:00,6,86,1,1
8210.01,2026-07-13 18:22:42+00:00,3,11,1,1
5195.06,2026-07-13 18:22:42+00:00,7,29,1,1
9074.06,2026-07-13 18:22:42+00:00,7,7,1,1
2506.10,2026-07-13 18:22:42+00:00,9,3,1,1
7502.01,2026-07-13 18:22:42+00:00,1,21,1,1
8191.01,2026-07-13 18:22:42+00:00,8,12,1,1
5936.06,2026-07-13 18:22:42+00:00,9,1,1,1
7230.10,2026-07-13 18:22:42+00:00,0,24,1,1
3762.08,2026-07-13 18:22:42+00:00,3,19,1,1
5430.10,2026-07-13 18:22:42+00:00,37,0,1,1
8262.07,2026-07-13 18:22:42+00:00,9,17,1,1
7777.02,2026-07-13 18:22:42+00:00,1,15,1,1
6854.05,2026-07-13 18:22:42+00:00,4,26,1,1
5543.05,2026-07-13 18:22:42+00:00,3,16,1,1
4179.03,2026-07-13 18:22:42+00:00,4,13,1,1
4680.05,2026-07-13 18:22:42+00:00,3,23,1,1
8016.07,2026-07-13 18:22:42+00:00,18,1,1,1
5569.07,2026-07-13 18:22:42+00:00,41,9,1,1
5989.02,2026-07-13 18:22:42+00:00,16,47,1,1
7522.02,2026-07-13 18:22:42+00:00,16,8,1,1
2578.17,2026-07-13 18:22:42+00:00,8,9,1,1
6225.03,2026-07-13 18:22:42+00:00,6,13,1,1
7340.06,2026-07-13 18:22:42+00:00,1,69,1,1
7141.07,2026-07-13 18:22:42+00:00,20,24,1,1
5225.02,2026-07-13 18:22:42+00:00,6,14,1,1
5434.08,2026-07-13 18:22:42+00:00,8,17,1,1
4743.04,2026-07-13 18:22:42+00:00,13,4,1,1
5633.04,2026-07-13 18:22:42+00:00,8,21,1,1
6432.11,2026-07-13 18:22:42+00:00,73,48,1,1
6608.09,2026-07-13 18:22:42+00:00,14,26,1,1
8277.03,2026-07-13 18:22:42+00:00,12,6,1,1
5406.02,2026-07-13 18:22:42+00:00,2,56,1,1
7682.01,2026-07-13 18:22:42+00:00,13,21,1,1
3460.02,2026-07-13 18:22:42+00:00,27,3,1,1
3019.02,2026-07-13 18:22:42+00:00,3,18,1,1
6492.08,2026-07-13 18:22:42+00:00,36,46,1,1
6417.11,2026-07-13 18:22:42+00:00,5,12,1,1
3388.02,2026-07-13 18:22:42+00:00,18,0,1,1
4526.01,2026-07-13 18:22:42+00:00,22,6,1,1
6464.08,2026-07-13 18:22:42+00:00,25,9,1,1
4651.02,2026-07-13 18:22:42+00:00,0,30,1,1
4971.01,2026-07-13 18:22:42+00:00,21,1,1,1
8190.03,2026-07-13 18:22:42+00:00,12,5,1,1
8179.03,2026-07-13 18:22:42+00:00,7,11,1,1
7126.01,2026-07-13 18:22:42+00:00,17,14,1,1
6233.04,2026-07-13 18:22:42+00:00,30,5,1,1
3919.07,2026-07-13 18:22:42+00:00,34,3,1,1
6711.13,2026-07-13 18:22:42+00:00,12,20,1,1
5880.02,2026-07-13 18:22:42+00:00,14,42,1,1
5324.03,2026-07-13 18:22:42+00:00,11,5,1,1
2312.02,2026-07-13 18:22:42+00:00,7,4,1,1
3480.04,2026-07-13 18:22:42+00:00,16,4,1,1
4947.04,2026-07-13 18:22:42+00:00,16,5,1,1
2818.01,2026-07-13 18:22:42+00:00,21,1,1,1
7910.10,2026-07-13 18:22:42+00:00,13,10,1,1
8104.10,2026-07-13 18:22:42+00:00,15,8,1,1
4474.01,2026-07-13 18:22:42+00:00,2,19,1,1
4072.02,2026-07-13 18:22:42+00:00,16,4,1,1
6535.04,2026-07-13 18:22:42+00:00,35,19,1,1
7788.13,2026-07-13 18:22:42+00:00,18,6,1,1
2377.01,2026-07-13 18:22:42+00:00,20,0,1,1
6432.08,2026-07-13 18:22:42+00:00,81,24,1,1
4110.10,2026-07-13 18:22:42+00:00,50,1,1,1
7388.10,2026-07-13 18:22:42+00:00,3,64,1,1
6502.01,2026-07-13 18:22:42+00:00,12,10,1,1
4148.07,2026-07-13 18:22:42+00:00,3,16,1,1
8171.06,2026-07-13 18:22:42+00:00,2,19,1,1
6869.06,2026-07-13 18:22:42+00:00,15,2,1,1
8838.06,2026-07-13 18:22:42+00:00,5,7,1,1
6896.16,2026-07-13 18:22:42+00:00,7,28,1,1
5626.07,2026-07-13 18:22:42+00:00,4,38,1,1
6116.03,2026-07-13 18:22:42+00:00,21,5,1,1
6986.07,2026-07-13 18:22:42+00:00,0,36,1,1
8407.03,2026-07-13 18:22:42+00:00,11,8,1,1
8472.08,2026-07-13 18:22:42+00:00,18,2,1,1
6688.01,2026-07-13 18:22:42+00:00,13,12,1,1
2625.01,2026-07-13 18:22:42+00:00,4,8,1,1
5321.08,2026-07-13 18:22:42+00:00,6,11,1,1
5611.04,2026-07-13 18:22:42+00:00,17,2,1,1
8315.03,2026-07-13 18:22:42+00:00,6,20,1,1
8752.01,2026-07-13 18:22:42+00:00,23,0,1,1
4330.09,2026-07-13 18:22:42+00:00,33,0,1,1
7018.01,2026-07-13 18:22:42+00:00,34,0,1,1
8172.07,2026-07-13 18:22:42+00:00,0,0,0,0
8176.01,2026-07-13 18:22:42+00:00,5,18,1,1
7667.04,2026-07-13 18:22:42+00:00,24,5,1,1
8218.04,2026-07-13 18:22:42+00:00,1,14,1,1
4060.09,2026-07-13 18:22:42+00:00,4,23,1,1
7074.01,2026-07-13 18:22:42+00:00,18,3,1,1
3211.06,2026-07-13 18:22:42+00:00,24,5,1,1
8430.03,2026-07-13 18:22:42+00:00,8,17,1,1
3680.04,2026-07-13 18:22:42+00:00,21,0,1,1
4936.01,2026-07-13 18:22:42+00:00,42,12,1,1
5584.05,2026-07-13 18:22:42+00:00,1,65,1,1
5688.02,2026-07-13 18:22:42+00:00,14,5,1,1
6025.08,2026-07-13 18:22:42+00:00,2,17,1,1
8152.03,2026-07-13 18:22:42+00:00,0,18,1,1
3776.05,2026-07-13 18:22:42+00:00,4,13,1,1
7735.23,2026-07-13 18:22:42+00:00,11,10,1,1
5797.01,2026-07-13 18:22:42+00:00,21,12,1,1
4600.09,2026-07-13 18:22:42+00:00,16,12,1,1
4560.01,2026-07-13 18:22:42+00:00,0,17,1,1
5181.04,2026-07-13 18:22:42+00:00,1,33,1,1
5471.04,2026-07-13 18:22:42+00:00,4,13,1,1
8778.01,2026-07-13 18:22:42+00:00,2,18,1,1
5267.08,2026-07-13 18:22:42+00:00,14,14,1,1
7293.10,2026-07-13 18:22:42+00:00,35,1,1,1
3914.02,2026-07-13 18:22:42+00:00,14,6,1,1
8555.05,2026-07-13 18:22:42+00:00,4,13,1,1
3719.02,2026-07-13 18:22:42+00:00,7,17,1,1
4395.07,2026-07-13 18:22:42+00:00,27,0,1,1
4386.05,2026-07-13 18:22:42+00:00,30,41,1,1
4470.09,2026-07-13 18:22:42+00:00,6,28,1,1
7741.04,2026-07-13 18:22:42+00:00,26,8,1,1
7443.17,2026-07-13 18:22:42+00:00,21,2,1,1
3984.02,2026-07-13 18:22:42+00:00,2,20,1,1
5657.06,2026-07-13 18:22:42+00:00,8,3,1,1
6140.05,2026-07-13 18:22:42+00:00,65,3,1,1
2957.08,2026-07-13 18:22:42+00:00,15,0,1,1
7723.01,2026-07-13 18:22:42+00:00,17,12,1,1
5997.10,2026-07-13 18:22:42+00:00,5,41,1,1
5836.08,2026-07-13 18:22:42+00:00,23,1,1,1
5611.05,2026-07-13 18:22:42+00:00,20,0,1,1
8278.05,2026-07-13 18:22:42+00:00,5,17,1,1
7323.09,2026-07-13 18:22:42+00:00,33,4,1,1
3987.06,2026-07-13 18:22:42+00:00,6,21,1,1
6218.04,2026-07-13 18:22:42+00:00,7,14,1,1
5667.08,2026-07-13 18:22:42+00:00,12,3,1,1
3240.15,2026-07-13 18:22:42+00:00,15,5,1,1
4199.12,2026-07-13 18:22:42+00:00,24,2,1,1
5445.07,2026-07-13 18:22:42+00:00,9,40,1,1
5453.01,2026-07-13 18:22:42+00:00,54,8,1,1
