station_id,timestamp,bikes_available,docks_available,is_renting,is_returning
5343.10,2026-07-14 01:02:07+00:00,106,7,1,1
7514.06,2026-07-14 01:02:07+00:00,11,8,1,1
4625.01,2026-07-14 01:02:07+00:00,13,4,1,1
6459.07,2026-07-14 01:02:07+00:00,4,46,1,1
4816.05,2026-07-14 01:02:07+00:00,8,15,1,1
6442.08,2026-07-14 01:02:07+00:00,7,18,1,1
5217.03,2026-07-14 01:02:07+00:00,4,17,1,1
8226.07,2026-07-14 01:02:07+00:00,1,44,1,1
3454.01,2026-07-14 01:02:07+00:00,8,14,1,1
7781.10,2026-07-14 01:02:07+00:00,5,12,1,1
4985.09,2026-07-14 01:02:07+00:00,3,11,1,1
5983.04,2026-07-14 01:02:07+00:00,10,9,1,1
4255.05,2026-07-14 01:02:07+00:00,16,7,1,1
7858.02,2026-07-14 01:02:07+00:00,9,10,1,1
7851.04,2026-07-14 01:02:07+00:00,8,8,1,1
4953.08,2026-07-14 01:02:07+00:00,15,35,1,1
5276.04,2026-07-14 01:02:07+00:00,23,20,1,1
4700.06,2026-07-14 01:02:07+00:00,43,6,1,1
4342.04,2026-07-14 01:02:07+00:00,7,10,1,1
4452.03,2026-07-14 01:02:07+00:00,15,0,1,1
6884.06,2026-07-14 01:02:07+00:00,6,62,1,1
6724.01,2026-07-14 01:02:07+00:00,1,17,1,1
3090.06,2026-07-14 01:02:07+00:00,24,2,1,1
4243.01,2026-07-14 01:02:07+00:00,17,0,1,1
6561.01,2026-07-14 01:02:07+00:00,11,14,1,1
3885.06,2026-07-14 01:02:07+00:00,12,9,1,1
3882.01,2026-07-14 01:02:07+00:00,18,2,1,1
4707.04,2026-07-14 01:02:07+00:00,11,8,1,1
4692.01,2026-07-14 01:02:07+00:00,13,1,1,1
6215.07,2026-07-14 01:02:07+00:00,7,39,1,1
3671.01,2026-07-14 01:02:07+00:00,20,0,1,1
6780.06,2026-07-14 01:02:07+00:00,16,5,1,1
4895.09,2026-07-14 01:02:07+00:00,21,13,1,1
4853.06,2026-07-14 01:02:07+00:00,34,19,1,1
4494.04,2026-07-14 01:02:07+00:00,18,17,1,1
6679.11,2026-07-14 01:02:07+00:00,19,4,1,1
5168.04,2026-07-14 01:02:07+00:00,3,14,1,1
5600.01,2026-07-14 01:02:07+00:00,7,4,1,1
5980.10,2026-07-14 01:02:07+00:00,13,58,1,1
5106.04,2026-07-14 01:02:07+00:00,8,9,1,1
6441.11,2026-07-14 01:02:07+00:00,1,55,1,1
8213.01,2026-07-14 01:02:07+00:00,25,0,1,1
4087.01,2026-07-14 01:02:07+00:00,7,13,1,1
5636.11,2026-07-14 01:02:07+00:00,15,6,1,1
5626.06,2026-07-14 01:02:07+00:00,43,2,1,1
6314.02,2026-07-14 01:02:07+00:00,0,20,1,1
6286.02,2026-07-14 01:02:07+00:00,20,18,1,1
6786.02,2026-07-14 01:02:07+00:00,5,48,1,1
5474.06,2026-07-14 01:02:07+00:00,23,5,1,1
7942.21,2026-07-14 01:02:07+00:00,17,12,1,1
4895.03,2026-07-14 01:02:07+00:00,4,18,1,1
7617.07,2026-07-14 01:02:07+00:00,34,0,1,1
8288.11,2026-07-14 01:02:07+00:00,7,17,1,1
8462.09,2026-07-14 01:02:07+00:00,12,11,1,1
3132.09,2026-07-14 01:02:07+00:00,22,0,1,1
6893.10,2026-07-14 01:02:07+00:00,9,11,1,1
6901.01,2026-07-14 01:02:07+00:00,26,4,1,1
6762.02,2026-07-14 01:02:07+00:00,1,44,1,1
8806.01,2026-07-14 01:02:07+00:00,20,0,1,1
2843.13,2026-07-14 01:02:07+00:00,8,4,1,1
4993.13,2026-07-14 01:02:07+00:00,46,46,1,1
6287.02,2026-07-14 01:02:07+00:00,24,6,1,1
6581.14,2026-07-14 01:02:07+00:00,5,14,1,1
8646.02,2026-07-14 01:02:07+00:00,27,3,1,1
4317.05,2026-07-14 01:02:07+00:00,26,1,1,1
4719.04,2026-07-14 01:02:07+00:00,12,6,1,1
5365.02,2026-07-14 01:02:07+00:00,28,11,1,1
6475.07,2026-07-14 01:02:07+00:00,6,14,1,1
7026.08,2026-07-14 01:02:07+00:00,12,2,1,1
6005.04,2026-07-14 01:02:07+00:00,17,4,1,1
6183.03,2026-07-14 01:02:07+00:00,0,17,1,1
5709.04,2026-07-14 01:02:07+00:00,18,0,1,1
4467.03,2026-07-14 01:02:07+00:00,16,1,1,1
7587.16,2026-07-14 01:02:07+00:00,22,1,1,1
5431.01,2026-07-14 01:02:07+00:00,2,17,1,1
7849.10,2026-07-14 01:02:07+00:00,4,20,1,1
6151.03,2026-07-14 01:02:07+00:00,15,12,1,1
7092.06,2026-07-14 01:02:07+00:00,17,25,1,1
8226.05,2026-07-14 01:02:07+00:00,1,24,1,1
5159.07,2026-07-14 01:02:07+00:00,30,1,1,1
4522.07,2026-07-14 01:02:07+00:00,62,0,1,1
8088.01,2026-07-14 01:02:07+00:00,17,11,1,1
3188.04,2026-07-14 01:02:07+00:00,15,1,1,1
3457.03,2026-07-14 01:02:07+00:00,24,7,1,1
4057.04,2026-07-14 01:02:07+00:00,22,2,1,1
7634.01,2026-07-14 01:02:07+00:00,22,10,1,1
5905.12,2026-07-14 01:02:07+00:00,24,85,1,1
8323.05,2026-07-14 01:02:07+00:00,1,18,1,1
7567.06,2026-07-14 01:02:07+00:00,25,1,1,1
6107.08,2026-07-14 01:02:07+00:00,8,37,1,1
4890.11,2026-07-14 01:02:07+00:00,8,10,1,1
7271.01,2026-07-14 01:02:07+00:00,13,18,1,1
6331.01,2026-07-14 01:02:07+00:00,15,64,1,1
4732.04,2026-07-14 01:02:07+00:00,20,1,1,1
6122.09,2026-07-14 01:02:07+00:00,19,27,1,1
6273.03,2026-07-14 01:02:07+00:00,1,19,1,1
7795.09,2026-07-14 01:02:07+00:00,24,2,1,1
6904.06,2026-07-14 01:02:07+00:00,0,48,1,1
4345.11,2026-07-14 01:02:07+00:00,17,7,1,1
3996.01,2026-07-14 01:02:07+00:00,17,5,1,1
8085.09,2026-07-14 01:02:07+00:00,0,20,1,1
8805.08,2026-07-14 01:02:07+00:00,14,1,1,1
8351.06,2026-07-14 01:02:07+00:00,7,14,1,1
5134.09,2026-07-14 01:02:07+00:00,33,1,1,1
6464.09,2026-07-14 01:02:07+00:00,1,41,1,1
4840.06,2026-07-14 01:02:07+00:00,24,6,1,1
4677.06,2026-07-14 01:02:07+00:00,36,13,1,1
7020.09,2026-07-14 01:02:07+00:00,48,3,1,1
9089.01,2026-07-14 01:02:07+00:00,0,10,1,1
4246.02,2026-07-14 01:02:07+00:00,10,8,1,1
7304.08,2026-07-14 01:02:07+00:00,20,18,1,1
6392.02,2026-07-14 01:02:07+00:00,1,18,1,1
8619.02,2026-07-14 01:02:07+00:00,12,1,1,1
4591.04,2026-07-14 01:02:07+00:00,5,16,1,1
8065.13,2026-07-14 01:02:07+00:00,22,6,1,1
4751.01,2026-07-14 01:02:07+00:00,9,15,1,1
4196.01,2026-07-14 01:02:07+00:00,5,9,1,1
2947.05,2026-07-14 01:02:07+00:00,11,3,1,1
2898.01,2026-07-14 01:02:07+00:00,16,1,1,1
4010.15,2026-07-14 01:02:07+00:00,10,24,1,1
4798.10,2026-07-14 01:02:07+00:00,6,9,1,1
7014.12,2026-07-14 01:02:07+00:00,2,46,1,1
8018.09,2026-07-14 01:02:07+00:00,16,8,1,1
6740.10,2026-07-14 01:02:07+00:00,0,79,1,1
2861.02,2026-07-14 01:02:07+00:00,15,6,1,1
8307.05,2026-07-14 01:02:07+00:00,10,7,1,1
4873.08,2026-07-14 01:02:07+00:00,20,3,1,1
6046.02,2026-07-14 01:02:07+00:00,11,63,1,1
8344.09,2026-07-14 01:02:07+00:00,17,5,1,1
8126.07,2026-07-14 01:02:07+00:00,11,18,1,1
4107.05,2026-07-14 01:02:07+00:00,17,10,1,1
8000.02,2026-07-14 01:02:07+00:00,2,22,1,1
2463.04,2026-07-14 01:02:07+00:00,11,0,1,1
6584.12,2026-07-14 01:02:07+00:00,1,78,1,1
6593.15,2026-07-14 01:02:07+00:00,4,57,1,1
4824.03,2026-07-14 01:02:07+00:00,16,8,1,1
4319.07,2026-07-14 01:02:07+00:00,19,0,1,1
5241.02,2026-07-14 01:02:07+00:00,9,3,1,1
4640.01,2026-07-14 01:02:07+00:00,6,18,1,1
6401.01,2026-07-14 01:02:07+00:00,4,17,1,1
6212.08,2026-07-14 01:02:07+00:00,7,22,1,1
7991.01,2026-07-14 01:02:07+00:00,0,18,1,1
7235.13,2026-07-14 01:02:07+00:00,37,1,1,1
3046.03,2026-07-14 01:02:07+00:00,17,0,1,1
8605.06,2026-07-14 01:02:07+00:00,5,13,1,1
5409.02,2026-07-14 01:02:07+00:00,18,1,1,1
5820.08,2026-07-14 01:02:07+00:00,48,3,1,1
6629.06,2026-07-14 01:02:07+00:00,21,6,1,1
6569.09,2026-07-14 01:02:07+00:00,5,26,1,1
6935.01,2026-07-14 01:02:07+00:00,14,5,1,1
4628.05,2026-07-14 01:02:07+00:00,16,35,1,1
8831.03,2026-07-14 01:02:07+00:00,16,8,1,1
5216.04,2026-07-14 01:02:07+00:00,10,24,1,1
3205.06,2026-07-14 01:02:07+00:00,23,0,1,1
8111.07,2026-07-14 01:02:07+00:00,12,5,1,1
4434.06,2026-07-14 01:02:07+00:00,16,1,1,1
6319.03,2026-07-14 01:02:07+00:00,2,34,1,1
8316.02,2026-07-14 01:02:07+00:00,10,11,1,1
8252.03,2026-07-14 01:02:07+00:00,9,14,1,1
8068.01,2026-07-14 01:02:07+00:00,9,8,1,1
8410.10,2026-07-14 01:02:07+00:00,5,15,1,1
6569.07,2026-07-14 01:02:07+00:00,5,35,1,1
6793.01,2026-07-14 01:02:07+00:00,21,0,1,1
4237.02,2026-07-14 01:02:07+00:00,22,4,1,1
7716.19,2026-07-14 01:02:07+00:00,11,12,1,1
6511.03,2026-07-14 01:02:07+00:00,20,4,1,1
7832.04,2026-07-14 01:02:07+00:00,6,20,1,1
7121.02,2026-07-14 01:02:07+00:00,32,1,1,1
5225.04,2026-07-14 01:02:07+00:00,4,15,1,1
8616.06,2026-07-14 01:02:07+00:00,15,0,1,1
3056.05,2026-07-14 01:02:07+00:00,6,14,1,1
5561.04,2026-07-14 01:02:07+00:00,20,11,1,1
4654.01,2026-07-14 01:02:07+00:00,4,10,1,1
7793.02,2026-07-14 01:02:07+00:00,13,5,1,1
3214.04,2026-07-14 01:02:07+00:00,17,1,1,1
6459.04,2026-07-14 01:02:07+00:00,8,39,1,1
5329.08,2026-07-14 01:02:07+00:00,12,44,1,1
5788.16,2026-07-14 01:02:07+00:00,16,61,1,1
5902.07,2026-07-14 01:02:07+00:00,29,0,1,1
5445.02,2026-07-14 01:02:07+00:00,53,20,1,1
6224.03,2026-07-14 01:02:07+00:00,27,37,1,1
5382.07,2026-07-14 01:02:07+00:00,40,21,1,1
6224.05,2026-07-14 01:02:07+00:00,23,57,1,1
6297.07,2026-07-14 01:02:07+00:00,14,15,1,1
5836.09,2026-07-14 01:02:07+00:00,18,0,1,1
8089.05,2026-07-14 01:02:07+00:00,2,13,1,1
5964.01,2026-07-14 01:02:07+00:00,28,0,1,1
6389.09,2026-07-14 01:02:07+00:00,2,54,1,1
4784.02,2026-07-14 01:02:07+00:00,13,17,1,1
8478.11,2026-07-14 01:02:07+00:00,17,0,1,1
8428.04,2026-07-14 01:02:07+00:00,7,10,1,1
6943.07,2026-07-14 01:02:07+00:00,8,13,1,1
8491.07,2026-07-14 01:02:07+00:00,12,10,1,1
4871.02,2026-07-14 01:02:07+00:00,25,2,1,1
2354.03,2026-07-14 01:02:07+00:00,11,0,1,1
6656.05,2026-07-14 01:02:07+00:00,13,5,1,1
6390.05,2026-07-14 01:02:07+00:00,3,20,1,1
5436.09,2026-07-14 01:02:07+00:00,20,33,1,1
6426.05,2026-07-14 01:02:07+00:00,11,11,1,1
5250.05,2026-07-14 01:02:07+00:00,31,0,1,1
3831.03,2026-07-14 01:02:07+00:00,3,15,1,1
5443.02,2026-07-14 01:02:07+00:00,20,1,1,1
8732.04,2026-07-14 01:02:07+00:00,20,0,1,1
3768.02,2026-07-14 01:02:07+00:00,12,7,1,1
3448.02,2026-07-14 01:02:07+00:00,26,2,1,1
2754.05,2026-07-14 01:02:07+00:00,5,9,1,1
8500.01,2026-07-14 01:02:07+00:00,9,9,1,1
5545.01,2026-07-14 01:02:07+00:00,35,0,1,1
4656.03,2026-07-14 01:02:07+00:00,16,1,1,1
5137.12,2026-07-14 01:02:07+00:00,27,10,1,1
5280.03,2026-07-14 01:02:07+00:00,18,1,1,1
6517.08,2026-07-14 01:02:07+00:00,2,51,1,1
6691.11,2026-07-14 01:02:07+00:00,9,68,1,1
4217.02,2026-07-14 01:02:07+00:00,31,2,1,1
7670.09,2026-07-14 01:02:07+00:00,12,11,1,1
6520.07,2026-07-14 01:02:07+00:00,9,15,1,1
8327.15,2026-07-14 01:02:07+00:00,15,7,1,1
6373.07,2026-07-14 01:02:07+00:00,6,56,1,1
7954.12,2026-07-14 01:02:07+00:00,18,5,1,1
5721.07,2026-07-14 01:02:07+00:00,58,1,1,1
6364.07,2026-07-14 01:02:07+00:00,24,47,1,1
7188.13,2026-07-14 01:02:07+00:00,19,12,1,1
9095.02,2026-07-14 01:02:07+00:00,2,15,1,1
3879.04,2026-07-14 01:02:07+00:00,8,12,1,1
5108.01,2026-07-14 01:02:07+00:00,34,1,1,1
7233.05,2026-07-14 01:02:07+00:00,16,3,1,1
7049.04,2026-07-14 01:02:07+00:00,25,0,1,1
7970.05,2026-07-14 01:02:07+00:00,6,15,1,1
7692.11,2026-07-14 01:02:07+00:00,5,36,1,1
7432.09,2026-07-14 01:02:07+00:00,23,21,1,1
7650.05,2026-07-14 01:02:07+00:00,26,3,1,1
5721.01,2026-07-14 01:02:07+00:00,33,18,1,1
6923.20,2026-07-14 01:02:07+00:00,12,25,1,1
7149.05,2026-07-14 01:02:07+00:00,22,1,1,1
2303.05,2026-07-14 01:02:07+00:00,14,3,1,1
7538.18,2026-07-14 01:02:07+00:00,37,12,1,1
7756.10,2026-07-14 01:02:07+00:00,48,0,1,1
5210.01,2026-07-14 01:02:07+00:00,0,0,0,0
3806.03,2026-07-14 01:02:07+00:00,0,0,0,0
7020.02,2026-07-14 01:02:07+00:00,0,0,0,0
6180.05,2026-07-14 01:02:07+00:00,0,0,0,0
4562.02,2026-07-14 01:02:07+00:00,0,0,0,0
6115.09,2026-07-14 01:02:07+00:00,0,0,0,0
6030.06,2026-07-14 01:02:07+00:00,0,0,0,0
6019.04,2026-07-14 01:02:07+00:00,0,0,0,0
3445.05,2026-07-14 01:02:07+00:00,0,0,0,0
3909.01,2026-07-14 01:02:07+00:00,0,0,0,0
3837.04,2026-07-14 01:02:07+00:00,0,0,0,0
3717.01,2026-07-14 01:02:07+00:00,0,0,0,0
3606.04,2026-07-14 01:02:07+00:00,0,0,0,0
3574.04,2026-07-14 01:02:07+00:00,0,0,0,0
3429.01,2026-07-14 01:02:07+00:00,0,0,0,0
3429.05,2026-07-14 01:02:07+00:00,0,0,0,0
3900.07,2026-07-14 01:02:07+00:00,0,0,0,0
8076.08,2026-07-14 01:02:07+00:00,0,0,0,0
6627.12,2026-07-14 01:02:07+00:00,0,0,0,0
6257.06,2026-07-14 01:02:07+00:00,0,0,0,0
8636.04,2026-07-14 01:02:07+00:00,18,0,1,1
4889.06,2026-07-14 01:02:07+00:00,67,0,1,1
3385.06,2026-07-14 01:02:07+00:00,23,3,1,1
7798.02,2026-07-14 01:02:07+00:00,1,21,1,1
6879.04,2026-07-14 01:02:07+00:00,10,9,1,1
8494.01,2026-07-14 01:02:07+00:00,9,8,1,1
7751.05,2026-07-14 01:02:07+00:00,16,2,1,1
5504.05,2026-07-14 01:02:07+00:00,3,9,1,1
4458.06,2026-07-14 01:02:07+00:00,15,4,1,1
8859.03,2026-07-14 01:02:07+00:00,17,8,1,1
6028.01,2026-07-14 01:02:07+00:00,22,3,1,1
4228.02,2026-07-14 01:02:07+00:00,4,15,1,1
7992.04,2026-07-14 01:02:07+00:00,10,7,1,1
7577.27,2026-07-14 01:02:07+00:00,14,22,1,1
8624.01,2026-07-14 01:02:07+00:00,10,11,1,1
4846.01,2026-07-14 01:02:07+00:00,54,1,1,1
6143.05,2026-07-14 01:02:07+00:00,2,17,1,1
6626.11,2026-07-14 01:02:07+00:00,0,55,1,1
4721.01,2026-07-14 01:02:07+00:00,4,20,1,1
6603.07,2026-07-14 01:02:07+00:00,23,14,1,1
3928.08,2026-07-14 01:02:07+00:00,15,12,1,1
5616.08,2026-07-14 01:02:07+00:00,24,15,1,1
5829.12,2026-07-14 01:02:07+00:00,3,93,1,1
6932.14,2026-07-14 01:02:07+00:00,2,37,1,1
3472.03,2026-07-14 01:02:07+00:00,12,10,1,1
4937.03,2026-07-14 01:02:07+00:00,19,1,1,1
8141.05,2026-07-14 01:02:07+00:00,11,7,1,1
8421.03,2026-07-14 01:02:07+00:00,15,3,1,1
7783.18,2026-07-14 01:02:07+00:00,20,10,1,1
5484.09,2026-07-14 01:02:07+00:00,44,1,1,1
5550.05,2026-07-14 01:02:07+00:00,34,11,1,1
3208.07,2026-07-14 01:02:07+00:00,22,0,1,1
5351.03,2026-07-14 01:02:07+00:00,30,9,1,1
6104.01,2026-07-14 01:02:07+00:00,19,5,1,1
6465.04,2026-07-14 01:02:07+00:00,2,20,1,1
8183.02,2026-07-14 01:02:07+00:00,7,10,1,1
3420.01,2026-07-14 01:02:07+00:00,20,6,1,1
8720.02,2026-07-14 01:02:07+00:00,12,8,1,1
6951.03,2026-07-14 01:02:07+00:00,14,12,1,1
6585.11,2026-07-14 01:02:07+00:00,8,12,1,1
6155.03,2026-07-14 01:02:07+00:00,12,9,1,1
8514.05,2026-07-14 01:02:07+00:00,2,27,1,1
3877.04,2026-07-14 01:02:07+00:00,19,0,1,1
4261.03,2026-07-14 01:02:07+00:00,4,12,1,1
4553.04,2026-07-14 01:02:07+00:00,9,5,1,1
7886.02,2026-07-14 01:02:07+00:00,33,0,1,1
8734.04,2026-07-14 01:02:07+00:00,1,14,1,1
3256.04,2026-07-14 01:02:07+00:00,15,1,1,1
2923.01,2026-07-14 01:02:07+00:00,5,13,1,1
8696.05,2026-07-14 01:02:07+00:00,18,0,1,1
7642.04,2026-07-14 01:02:07+00:00,7,8,1,1
2231.10,2026-07-14 01:02:07+00:00,8,3,1,1
8510.02,2026-07-14 01:02:07+00:00,13,1,1,1
7981.27,2026-07-14 01:02:07+00:00,10,11,1,1
7111.10,2026-07-14 01:02:07+00:00,19,5,1,1
7918.12,2026-07-14 01:02:07+00:00,6,10,1,1
4543.07,2026-07-14 01:02:07+00:00,21,1,1,1
6399.06,2026-07-14 01:02:07+00:00,3,18,1,1
8883.07,2026-07-14 01:02:07+00:00,5,10,1,1
4695.04,2026-07-14 01:02:07+00:00,12,7,1,1
5273.01,2026-07-14 01:02:07+00:00,8,10,1,1
5593.04,2026-07-14 01:02:07+00:00,56,18,1,1
8137.06,2026-07-14 01:02:07+00:00,4,13,1,1
6532.06,2026-07-14 01:02:07+00:00,2,27,1,1
3535.03,2026-07-14 01:02:07+00:00,16,2,1,1
6499.06,2026-07-14 01:02:07+00:00,4,15,1,1
4095.03,2026-07-14 01:02:07+00:00,14,17,1,1
6020.02,2026-07-14 01:02:07+00:00,19,0,1,1
6303.02,2026-07-14 01:02:07+00:00,16,43,1,1
7974.01,2026-07-14 01:02:07+00:00,4,19,1,1
3275.03,2026-07-14 01:02:07+00:00,11,9,1,1
8330.05,2026-07-14 01:02:07+00:00,7,12,1,1
6915.02,2026-07-14 01:02:07+00:00,22,2,1,1
5247.10,2026-07-14 01:02:07+00:00,16,44,1,1
5752.07,2026-07-14 01:02:07+00:00,30,0,1,1
4931.05,2026-07-14 01:02:07+00:00,0,22,1,1
6801.16,2026-07-14 01:02:07+00:00,1,36,1,1
7196.04,2026-07-14 01:02:07+00:00,19,8,1,1
6307.07,2026-07-14 01:02:07+00:00,5,23,1,1
3943.03,2026-07-14 01:02:07+00:00,3,16,1,1
2533.04,2026-07-14 01:02:07+00:00,15,1,1,1
3958.02,2026-07-14 01:02:07+00:00,3,14,1,1
6660.05,2026-07-14 01:02:07+00:00,9,11,1,1
5805.07,2026-07-14 01:02:07+00:00,75,5,1,1
3596.04,2026-07-14 01:02:07+00:00,6,13,1,1
8918.08,2026-07-14 01:02:07+00:00,5,7,1,1
4804.03,2026-07-14 01:02:07+00:00,10,11,1,1
4818.03,2026-07-14 01:02:07+00:00,21,8,1,1
4904.03,2026-07-14 01:02:07+00:00,12,6,1,1
5513.11,2026-07-14 01:02:07+00:00,27,0,1,1
6295.07,2026-07-14 01:02:07+00:00,18,2,1,1
5024.10,2026-07-14 01:02:07+00:00,68,6,1,1
4428.02,2026-07-14 01:02:07+00:00,25,3,1,1
4253.02,2026-07-14 01:02:07+00:00,4,15,1,1
8416.10,2026-07-14 01:02:07+00:00,5,19,1,1
7393.09,2026-07-14 01:02:07+00:00,28,13,1,1
7159.08,2026-07-14 01:02:07+00:00,24,4,1,1
6941.03,2026-07-14 01:02:07+00:00,2,14,1,1
6865.03,2026-07-14 01:02:07+00:00,14,7,1,1
7737.06,2026-07-14 01:02:07+00:00,12,2,1,1
4479.06,2026-07-14 01:02:07+00:00,31,10,1,1
8763.08,2026-07-14 01:02:07+00:00,12,4,1,1
5065.10,2026-07-14 01:02:07+00:00,25,1,1,1
8369.08,2026-07-14 01:02:07+00:00,9,12,1,1
4193.14,2026-07-14 01:02:07+00:00,31,0,1,1
3585.06,2026-07-14 01:02:07+00:00,18,2,1,1
6441.02,2026-07-14 01:02:07+00:00,0,55,1,1
6578.01,2026-07-14 01:02:07+00:00,0,76,1,1
5025.02,2026-07-14 01:02:07+00:00,14,8,1,1
5198.04,2026-07-14 01:02:07+00:00,40,2,1,1
7948.10,2026-07-14 01:02:07+00:00,11,15,1,1
7741.01,2026-07-14 01:02:07+00:00,32,0,1,1
3665.06,2026-07-14 01:02:07+00:00,8,8,1,1
4461.04,2026-07-14 01:02:07+00:00,19,1,1,1
6748.04,2026-07-14 01:02:07+00:00,18,0,1,1
4534.06,2026-07-14 01:02:07+00:00,11,6,1,1
7631.23,2026-07-14 01:02:07+00:00,34,0,1,1
8095.06,2026-07-14 01:02:07+00:00,5,15,1,1
6451.07,2026-07-14 01:02:07+00:00,20,3,1,1
6206.08,2026-07-14 01:02:07+00:00,0,52,1,1
4781.05,2026-07-14 01:02:07+00:00,48,0,1,1
3625.07,2026-07-14 01:02:07+00:00,19,2,1,1
6483.06,2026-07-14 01:02:07+00:00,1,31,1,1
5034.03,2026-07-14 01:02:07+00:00,7,10,1,1
8550.01,2026-07-14 01:02:07+00:00,2,16,1,1
8601.04,2026-07-14 01:02:07+00:00,7,12,1,1
5082.08,2026-07-14 01:02:07+00:00,18,5,1,1
4821.10,2026-07-14 01:02:07+00:00,33,25,1,1
3934.07,2026-07-14 01:02:07+00:00,4,15,1,1
8566.05,2026-07-14 01:02:07+00:00,8,23,1,1
3229.07,2026-07-14 01:02:07+00:00,17,9,1,1
6642.08,2026-07-14 01:02:07+00:00,11,10,1,1
6281.01,2026-07-14 01:02:07+00:00,0,18,1,1
4048.03,2026-07-14 01:02:07+00:00,1,21,1,1
4266.03,2026-07-14 01:02:07+00:00,34,0,1,1
5572.07,2026-07-14 01:02:07+00:00,20,9,1,1
8914.01,2026-07-14 01:02:07+00:00,6,9,1,1
7865.09,2026-07-14 01:02:07+00:00,16,2,1,1
6996.01,2026-07-14 01:02:07+00:00,13,2,1,1
8507.02,2026-07-14 01:02:07+00:00,15,0,1,1
3982.01,2026-07-14 01:02:07+00:00,20,3,1,1
6371.03,2026-07-14 01:02:07+00:00,13,7,1,1
5917.02,2026-07-14 01:02:07+00:00,11,10,1,1
6237.01,2026-07-14 01:02:07+00:00,10,9,1,1
7842.16,2026-07-14 01:02:07+00:00,17,1,1,1
5137.10,2026-07-14 01:02:07+00:00,23,10,1,1
5553.10,2026-07-14 01:02:07+00:00,44,22,1,1
4175.14,2026-07-14 01:02:07+00:00,49,1,1,1
2843.01,2026-07-14 01:02:07+00:00,13,4,1,1
5509.02,2026-07-14 01:02:07+00:00,19,42,1,1
8613.09,2026-07-14 01:02:07+00:00,37,0,1,1
6096.01,2026-07-14 01:02:07+00:00,19,0,1,1
4513.09,2026-07-14 01:02:07+00:00,37,5,1,1
8138.07,2026-07-14 01:02:07+00:00,8,17,1,1
3501.01,2026-07-14 01:02:07+00:00,17,13,1,1
7995.04,2026-07-14 01:02:07+00:00,4,19,1,1
8085.13,2026-07-14 01:02:07+00:00,8,15,1,1
7774.02,2026-07-14 01:02:07+00:00,7,13,1,1
3426.02,2026-07-14 01:02:07+00:00,15,5,1,1
5644.05,2026-07-14 01:02:07+00:00,28,19,1,1
8130.02,2026-07-14 01:02:07+00:00,8,10,1,1
7713.01,2026-07-14 01:02:07+00:00,11,27,1,1
6346.07,2026-07-14 01:02:07+00:00,4,17,1,1
5489.06,2026-07-14 01:02:07+00:00,41,7,1,1
6191.06,2026-07-14 01:02:07+00:00,2,15,1,1
4258.07,2026-07-14 01:02:07+00:00,27,0,1,1
4933.03,2026-07-14 01:02:07+00:00,21,2,1,1
2961.05,2026-07-14 01:02:07+00:00,11,16,1,1
8870.01,2026-07-14 01:02:07+00:00,6,6,1,1
7868.05,2026-07-14 01:02:07+00:00,15,0,1,1
2419.03,2026-07-14 01:02:07+00:00,7,3,1,1
6644.04,2026-07-14 01:02:07+00:00,18,26,1,1
3842.08,2026-07-14 01:02:07+00:00,17,4,1,1
7863.03,2026-07-14 01:02:07+00:00,15,13,1,1
4354.07,2026-07-14 01:02:07+00:00,43,7,1,1
4914.03,2026-07-14 01:02:07+00:00,16,0,1,1
5335.03,2026-07-14 01:02:07+00:00,20,10,1,1
5626.13,2026-07-14 01:02:07+00:00,64,1,1,1
6422.08,2026-07-14 01:02:07+00:00,2,44,1,1
5199.01,2026-07-14 01:02:07+00:00,23,1,1,1
5066.03,2026-07-14 01:02:07+00:00,4,15,1,1
3376.04,2026-07-14 01:02:07+00:00,22,0,1,1
2118.13,2026-07-14 01:02:07+00:00,13,1,1,1
3946.07,2026-07-14 01:02:07+00:00,23,9,1,1
6970.02,2026-07-14 01:02:07+00:00,25,0,1,1
6089.11,2026-07-14 01:02:07+00:00,15,22,1,1
6222.04,2026-07-14 01:02:07+00:00,20,0,1,1
4912.10,2026-07-14 01:02:07+00:00,16,0,1,1
7599.02,2026-07-14 01:02:07+00:00,22,7,1,1
4375.02,2026-07-14 01:02:07+00:00,3,16,1,1
5872.08,2026-07-14 01:02:07+00:00,38,1,1,1
8080.01,2026-07-14 01:02:07+00:00,3,16,1,1
7931.05,2026-07-14 01:02:07+00:00,18,3,1,1
3917.03,2026-07-14 01:02:07+00:00,17,3,1,1
5235.10,2026-07-14 01:02:07+00:00,27,1,1,1
6462.05,2026-07-14 01:02:07+00:00,6,13,1,1
6638.08,2026-07-14 01:02:07+00:00,25,6,1,1
8639.01,2026-07-14 01:02:07+00:00,4,16,1,1
6416.06,2026-07-14 01:02:07+00:00,6,36,1,1
8631.03,2026-07-14 01:02:07+00:00,5,18,1,1
7759.08,2026-07-14 01:02:07+00:00,6,13,1,1
3300.06,2026-07-14 01:02:07+00:00,15,0,1,1
6170.02,2026-07-14 01:02:07+00:00,3,37,1,1
3243.02,2026-07-14 01:02:07+00:00,13,9,1,1
5818.07,2026-07-14 01:02:07+00:00,5,10,1,1
5593.02,2026-07-14 01:02:07+00:00,79,3,1,1
5785.10,2026-07-14 01:02:07+00:00,19,0,1,1
5401.03,2026-07-14 01:02:07+00:00,6,14,1,1
